"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://anhart.ca/_next/static/media/about-hero-640x360.03b39812.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","25638","25638","25638","9.821","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.358","Tue, 02 Dec 2025 19:34:56 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/about-hero-640x360.03b39812.webp","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/7602dba181c95e2f.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.236","Tue, 02 Dec 2025 19:34:27 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/7602dba181c95e2f.js","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/media/blog-hero-1280x720.62a23d42.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","70363","70363","70363","26.955","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.230","Tue, 02 Dec 2025 19:34:27 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/blog-hero-1280x720.62a23d42.webp","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/72e0c9717259fdda.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.337","Tue, 02 Dec 2025 19:34:56 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/72e0c9717259fdda.js","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/d74c8c52b7a1123f.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.311","Tue, 02 Dec 2025 19:34:56 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/d74c8c52b7a1123f.js","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/e8e7c151f3ae3824.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.231","Tue, 02 Dec 2025 19:33:18 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/e8e7c151f3ae3824.js","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/cd9d4e2dafd44b94.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.266","Tue, 02 Dec 2025 19:33:18 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/cd9d4e2dafd44b94.js","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/media/media-hero-640x360.a7676457.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","24610","24610","24610","9.428","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.298","Tue, 02 Dec 2025 19:34:56 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/media-hero-640x360.a7676457.webp","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/ae174107eddb15b7.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.298","Tue, 02 Dec 2025 19:34:56 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/ae174107eddb15b7.js","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/media/portfolio-hero-640x360.afb1c9a6.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","47372","47372","47372","18.147","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.382","Tue, 02 Dec 2025 19:34:57 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/portfolio-hero-640x360.afb1c9a6.webp","2025-12-02 11:34:57"
"https://anhart.ca/_next/static/chunks/b12d27ea18976acb.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.231","Tue, 02 Dec 2025 00:15:12 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/b12d27ea18976acb.js","2025-12-02 11:34:58"
"https://anhart.ca/projects/metson-rooms","text/html; charset=utf-8","200","OK","Indexable","","Metson Rooms - Affordable Housing Project | Anhart | Anhart","59","541","Metson Rooms is a landmark affordable housing project in Vancouver, BC, transforming a former hotel into 100 units of safe, supportive accommodation. Located at 1060 Howe Street, this project demonstrates the speed and efficiency of hotel conversions to address the urgent housing crisis. By repurposing existing infrastructure, we successfully created immediate housing solutions for vulnerable inner-city residents, preserving a vital community asset in the heart of downtown.

## Operations & Management

While this facility was developed as part of our housing portfolio, the day-to-day operations and tenant support services are managed by our partners at Community Builders.

Community Builders provides 24/7 staffing, meal programs, and the ""Whole Life"" housing program to support resident wellness.

Looking for Housing? For vacancy inquiries, application details, and shelter availability, please visit the official [Metson Rooms & Metson Shelter](https://www.communitybuilders.ca/our-sites/metson-rooms) page managed by Community Builders.","1049","6541","Metson Rooms, affordable housing, housing project, Vancouver, BC, Hotel Conversion, Anhart","90","Metson Rooms","12","Project Overview","16","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://anhart.ca/projects/metson-rooms","","","","","","78923","13900","13900","5.325","","270","52","5.192","46.151","Hard","4.361","2","1","","1","1","0","7.140","20","8","0","14","6","0","","","","","afecf3a2c24e4d9c43449bbe845b7e12","0.501","","","","","en-CA","1.1","","","","","","https://anhart.ca/projects/metson-rooms","2025-12-02 11:34:57"
"https://anhart.ca/projects/skeena-house","text/html; charset=utf-8","200","OK","Indexable","","Skeena House | Indigenous-Led Supportive Housing Vancouver | Anhart","67","633","Skeena House is a vital supportive housing site located at 3475 East Hastings Street in the Hastings-Sunrise neighbourhood. Originally a commercial hotel, the property was acquired and rapidly converted into housing to provide an immediate response to the city's homelessness crisis.

Developed in partnership with the Vancouver Aboriginal Friendship Centre Society (VAFCS), this project prioritizes housing for Indigenous individuals, offering a culturally safe environment that fosters community connection and stability.

## Operations & Management

Skeena House is operated by the Vancouver Aboriginal Friendship Centre Society (VAFCS).

The society provides 24/7 on-site support, including access to cultural programming, health resources, and meals, ensuring residents receive holistic care rooted in Indigenous values.

Housing Inquiries: For information on eligibility and vacancy at Skeena House, please contact the [VAFCS Housing & Shelter Department](https://www.vafcs.org/) directly.","995","6128","Skeena House, affordable housing, housing project, Vancouver, BC, Supportive Housing, Anhart","92","Skeena House","12","Project Overview","16","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://anhart.ca/projects/skeena-house","","","","","","78285","13651","13651","5.229","","266","52","5.115","34.351","Hard","4.482","2","1","","1","1","0","7.140","20","8","0","14","6","0","","","","","93b70a9063ef49a8903dd6c11a9887a6","0.483","","","","","en-CA","1.1","","","","","","https://anhart.ca/projects/skeena-house","2025-12-02 11:34:58"
"https://anhart.ca/projects/the-ryder","text/html; charset=utf-8","200","OK","Indexable","","The Ryder Hope BC | Modular Affordable Housing Development | Anhart | Anhart","76","710","The Ryder (1270 Ryder Street) stands as a landmark affordable housing development in the District of Hope, BC. As the first purpose-built rental building constructed in the community in over three decades, it addressed a critical 0% vacancy rate upon its opening in March 2020.

This 3-storey, 40-unit modular building showcases the speed and quality of offsite construction, moving from groundbreaking to occupancy in just 8 months. Originally developed by Anhart, the property was acquired by the Province of BC in 2023, ensuring these homes remain permanently affordable for seniors, families, and workers in the Fraser Valley.

## Operations & Management

Following its successful development and stabilization, ownership and operations of The Ryder were transferred to the Fraser-East Affordable Housing Society to secure its long-term status as community housing.

Tenant Inquiries & Applications: For current vacancy information or to apply for housing at The Ryder, please visit the official [Fraser-East Housing Application](https://frasereast.org/fraser-east-housing-application/) page or contact them directly at info@frasereast.org.","1144","7049","The Ryder, affordable housing, housing project, 1270 Ryder, Hope, BC, Modular Housing, Anhart","93","The Ryder","9","Project Overview","16","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://anhart.ca/projects/the-ryder","","","","","","79674","14022","14022","5.372","","303","53","5.717","48.864","Hard","4.555","2","1","","1","1","0","7.140","20","8","0","14","6","0","","","","","d54caf5401322212118ecc2be1f0f68","0.491","","","","","en-CA","1.1","","","","","","https://anhart.ca/projects/the-ryder","2025-12-02 11:34:58"
"https://anhart.ca/projects/dodson-hotel","text/html; charset=utf-8","200","OK","Indexable","","Dodson Hotel | Historic Supportive Housing & SRO Renewal Vancouver | Anhart","75","699","The Dodson Hotel (25 East Hastings) represents a significant heritage restoration and SRO (Single Room Occupancy) renewal project in the heart of Vancouver's Downtown Eastside. Originally built in 1910, this historic building was extensively renovated in 2004 to improve livability while preserving its architectural character.

The project successfully converted a neglected hotel into 71 units of safe, supportive housing, providing a stable foundation for low-income residents and individuals transitioning out of homelessness.

## Operations & Management

The Dodson Hotel is operated by our non-profit partners at [Community Builders](https://www.communitybuilders.ca/our-sites/dodson-rooms), who ensure residents receive more than just a roof over their heads.

Through their ""Whole Life"" housing program, staff provide 24/7 support, meal programs, and connection to health resources.

Looking for Housing? For vacancy inquiries and application information for the Dodson Rooms, please contact the site manager directly via the Community Builders Dodson Rooms page.","1071","6649","Dodson Hotel, affordable housing, housing project, 25 East Hastings, Vancouver, BC, Hotel Conversion, Anhart","108","Dodson Hotel","12","Project Overview","16","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://anhart.ca/projects/dodson-hotel","","","","","","79329","13878","13878","5.316","","274","50","5.480","40.718","Hard","4.389","2","1","","1","1","0","7.140","20","8","0","14","6","0","","","","","358a3cca029daafae678fd37b918be85","0.351","","","","","en-CA","1.1","","","","","","https://anhart.ca/projects/dodson-hotel","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/media/skeena-320x235.085349d5.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","16130","16130","16130","6.179","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.137","Tue, 02 Dec 2025 19:34:57 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/skeena-320x235.085349d5.webp","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/media/Jubilee-Sign-320x180.c46eafeb.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","21078","21078","21078","8.075","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.154","Tue, 02 Dec 2025 19:34:57 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/Jubilee-Sign-320x180.c46eafeb.webp","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/media/1060howe.97bf1c56.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","71816","71816","71816","27.511","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.221","Tue, 02 Dec 2025 19:34:57 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/1060howe.97bf1c56.jpg","2025-12-02 11:34:58"
"https://anhart.ca/projects/jubilee-rooms","text/html; charset=utf-8","200","OK","Indexable","","Jubilee Rooms | Historic SRO Renovation & Affordable Housing Vancouver | Anhart","79","733","The Jubilee Rooms (235 Main St) serves as the foundational cornerstone of Anhart's history. Completed in 2000, this project involved the acquisition and extensive renovation of a derelict historic hotel on the corner of Main and Powell.

At a time when few developers were investing in the Downtown Eastside, this project proved our core thesis: that private capital could be effectively mobilized to solve public housing crises. By transforming a neglected property into 80 units of safe, affordable housing, the Jubilee Rooms set the standard for SRO (Single Room Occupancy) revitalization in Vancouver.

## Operations & Management

While developed and originally managed by Anhart, the Jubilee Rooms is now part of the provincial supportive housing portfolio to ensure its affordability in perpetuity.

The building is currently operated by [RainCity Housing](https://www.raincityhousing.org/programs/jubilee-rooms/), providing residents with 24/7 support services and meal programs.

Tenant Inquiries: For all inquiries regarding housing applications or tenant support at this location, please visit the RainCity Housing Jubilee Rooms page.","1144","6991","Jubilee Rooms, affordable housing, housing project, 235 Main, Vancouver, BC, Historic Renovation, Anhart","104","Jubilee Rooms","13","Project Overview","16","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://anhart.ca/projects/jubilee-rooms","","","","","","79917","13971","13971","5.352","","289","55","5.255","48.987","Hard","4.428","2","1","","1","1","0","7.140","20","8","0","14","6","0","","","","","4c6da80f1e0261c9566acb623a4e9545","0.696","","","","","en-CA","1.1","","","","","","https://anhart.ca/projects/jubilee-rooms","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/chunks/3b72d04344bfaba9.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.290","Tue, 02 Dec 2025 19:34:57 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/3b72d04344bfaba9.js","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/chunks/6e82c53c9f3634fd.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.080","Tue, 02 Dec 2025 00:15:11 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/6e82c53c9f3634fd.js","2025-12-02 11:34:59"
"https://anhart.ca/projects/162-main-st","text/html; charset=utf-8","200","OK","Indexable","","162 Main St | Affordable Micro-Suites & Supportive Housing Vancouver | Anhart","77","703","162 Main St is a pioneering mixed-income housing development located in Vancouver's Downtown Eastside (DTES). This 6-storey building features 69 self-contained micro-suites, designed to provide dignity and independence for residents ranging from seniors and newcomers to individuals transitioning from shelters.

Innovative in its design, the building utilizes a hybrid structure of light wood frame over a concrete podium. The units were uniquely engineered with flexibility in mind, allowing for potential consolidation into larger family units in the future. This project serves as a model for how affordable rental housing can be delivered on narrow, urban infill sites.

## Operations & Management

While Anhart led the development vision for this project, the building's day-to-day operations and supportive services are managed by the [MPA Society](https://mpa-society.org/supported-housing/).

The MPA Society provides residents with integrated mental health support, advocacy, and community building programs.

Tenant Inquiries: For information regarding vacancies, eligibility, or supportive housing applications, please contact the MPA Society Housing Department.","1174","7196","162 Main St, affordable housing, housing project, Vancouver, BC, Micro-Suites, Anhart","85","162 Main St","11","Project Overview","16","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://anhart.ca/projects/162-main-st","","","","","","79895","13802","13802","5.287","","276","54","5.111","41.643","Hard","4.377","2","1","","1","1","0","7.140","20","8","0","14","6","0","","","","","a2f7146b5dbdd1573be9f00c4c79d7e1","0.399","","","","","en-CA","1.1","","","","","","https://anhart.ca/projects/162-main-st","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/media/Ryder_1.43251c7f.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","1892870","1892870","1892870","725.123","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.406","Tue, 02 Dec 2025 19:34:57 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/media/Ryder_1.43251c7f.png","2025-12-02 11:34:58"
"https://anhart.ca/images/anhart-partnership-model-icons-only.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","21542","21542","21542","8.252","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.392","Tue, 02 Dec 2025 19:34:58 GMT","","","","","1.1","","","","","","https://anhart.ca/images/anhart-partnership-model-icons-only.webp","2025-12-02 11:34:58"
"https://anhart.ca/_next/static/chunks/16de57176a709e94.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.304","Tue, 02 Dec 2025 19:34:58 GMT","","","","","1.1","","","","","","https://anhart.ca/_next/static/chunks/16de57176a709e94.js","2025-12-02 11:34:59"
